ticker,name,sector,sub_industry,group,fiscal_year,filing_date,accession_number,extraction_method,data_quality,mda_word_count,ai_keyword_hits,ai_density_per1k,speculative_hits,speculative_score,operational_hits,operational_score,spec_vs_oper_ratio,ai_density_2023,status
CI,Cigna,Health Care,Health Care Services,treatment,2020,2021-02-25,0001739940-21-000007,tenk_management_discussion,HIGH,13127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026,ok
CI,Cigna,Health Care,Health Care Services,treatment,2021,2022-02-24,0001739940-22-000007,tenk_management_discussion,HIGH,13156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026,ok
CI,Cigna,Health Care,Health Care Services,treatment,2022,2023-02-23,0001739940-23-000008,tenk_management_discussion,HIGH,12053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026,ok
CI,Cigna,Health Care,Health Care Services,treatment,2023,2024-02-29,0001739940-24-000005,tenk_management_discussion,HIGH,11687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026,ok
CI,Cigna,Health Care,Health Care Services,treatment,2024,2025-02-27,0001739940-25-000009,tenk_management_discussion,HIGH,9030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026,ok
CSCO,Cisco,Information Technology,Communications Equipment,middle,2018,2018-09-06,0000858877-18-000011,tenk_management_discussion,HIGH,14370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4284,ok
CSCO,Cisco,Information Technology,Communications Equipment,middle,2019,2019-09-05,0000858877-19-000012,tenk_management_discussion,HIGH,11003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4284,ok
CSCO,Cisco,Information Technology,Communications Equipment,middle,2020,2020-09-03,0000858877-20-000010,tenk_management_discussion,HIGH,9673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4284,ok
CSCO,Cisco,Information Technology,Communications Equipment,middle,2021,2021-09-09,0000858877-21-000013,tenk_management_discussion,HIGH,9667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4284,ok
CSCO,Cisco,Information Technology,Communications Equipment,middle,2022,2022-09-08,0000858877-22-000013,tenk_management_discussion,HIGH,10391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4284,ok
CSCO,Cisco,Information Technology,Communications Equipment,middle,2023,2023-09-07,0000858877-23-000023,tenk_management_discussion,HIGH,9580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4284,ok
CSCO,Cisco,Information Technology,Communications Equipment,middle,2024,2024-09-05,0000858877-24-000017,tenk_management_discussion,HIGH,9818.0,1.0,0.1019,0.0,0.0,0.0,0.0,0.0,0.4284,ok
CFG,Citizens Financial Group,Financials,Regional Banks,control,2018,2019-02-21,0000759944-19-000024,tenk_management_discussion,HIGH,28697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,ok
CFG,Citizens Financial Group,Financials,Regional Banks,control,2019,2020-02-24,0000759944-20-000030,tenk_management_discussion,HIGH,21753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,ok
CFG,Citizens Financial Group,Financials,Regional Banks,control,2020,2021-02-23,0000759944-21-000034,tenk_management_discussion,HIGH,22873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,ok
CFG,Citizens Financial Group,Financials,Regional Banks,control,2021,2022-02-23,0000759944-22-000025,tenk_management_discussion,HIGH,18737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,ok
CFG,Citizens Financial Group,Financials,Regional Banks,control,2022,2023-02-17,0000759944-23-000029,tenk_management_discussion,HIGH,16279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,ok
CFG,Citizens Financial Group,Financials,Regional Banks,control,2023,2024-02-16,0000759944-24-000039,tenk_management_discussion,HIGH,16292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,ok
CFG,Citizens Financial Group,Financials,Regional Banks,control,2024,2025-02-13,0000759944-25-000013,tenk_management_discussion,HIGH,17080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,ok
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,middle,2018,2019-02-19,0001058290-19-000009,tenk_management_discussion,HIGH,12219.0,2.0,0.1637,0.0,0.0,1.0,0.0818,0.0,0.1731,ok
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,middle,2019,2020-02-14,0001058290-20-000008,tenk_management_discussion,HIGH,9817.0,1.0,0.1019,0.0,0.0,0.0,0.0,0.0,0.1731,ok
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,middle,2020,2021-02-12,0001058290-21-000031,tenk_management_discussion,HIGH,9931.0,1.0,0.1007,0.0,0.0,0.0,0.0,0.0,0.1731,ok
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,middle,2021,2022-02-16,0001058290-22-000023,tenk_management_discussion,HIGH,7655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1731,ok
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,middle,2022,2023-02-15,0001058290-23-000027,tenk_management_discussion,HIGH,11665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1731,ok
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,middle,2023,2024-02-14,0001058290-24-000017,tenk_management_discussion,HIGH,6373.0,2.0,0.3138,1.0,0.1569,2.0,0.3138,0.5,0.1731,ok
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,middle,2024,2025-02-12,0001058290-25-000017,tenk_management_discussion,HIGH,5709.0,2.0,0.3503,0.0,0.0,0.0,0.0,0.0,0.1731,ok
COHR,Coherent Corp.,Information Technology,Electronic Components,middle,2018,2018-08-28,0001564590-18-022409,tenk_management_discussion,HIGH,8134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026,ok
COHR,Coherent Corp.,Information Technology,Electronic Components,middle,2019,2019-08-16,0001564590-19-032471,tenk_management_discussion,HIGH,9130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026,ok
COHR,Coherent Corp.,Information Technology,Electronic Components,middle,2020,2020-08-26,0000820318-20-000023,tenk_management_discussion,HIGH,7960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026,ok
COHR,Coherent Corp.,Information Technology,Electronic Components,middle,2021,2021-08-20,0000820318-21-000017,tenk_management_discussion,HIGH,8628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026,ok
COHR,Coherent Corp.,Information Technology,Electronic Components,middle,2022,2022-08-29,0000820318-22-000019,tenk_management_discussion,HIGH,7519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026,ok
COHR,Coherent Corp.,Information Technology,Electronic Components,middle,2023,2023-08-18,0000820318-23-000016,tenk_management_discussion,HIGH,7230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026,ok
COHR,Coherent Corp.,Information Technology,Electronic Components,middle,2024,2024-08-16,0000820318-24-000016,tenk_management_discussion,HIGH,7377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026,ok
CPRT,Copart,Industrials,Diversified Support Services,control,2018,2018-10-01,0000900075-18-000048,tenk_management_discussion,HIGH,11923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,ok
CPRT,Copart,Industrials,Diversified Support Services,control,2019,2019-09-30,0000900075-19-000022,tenk_management_discussion,HIGH,10636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,ok
CPRT,Copart,Industrials,Diversified Support Services,control,2020,2020-09-28,0000900075-20-000021,tenk_management_discussion,HIGH,11034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,ok
CPRT,Copart,Industrials,Diversified Support Services,control,2021,2021-09-27,0000900075-21-000022,tenk_management_discussion,HIGH,7472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,ok
CPRT,Copart,Industrials,Diversified Support Services,control,2022,2022-09-27,0000900075-22-000050,tenk_management_discussion,HIGH,7583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,ok
CPRT,Copart,Industrials,Diversified Support Services,control,2023,2023-09-28,0000900075-23-000034,tenk_management_discussion,HIGH,6860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,ok
CPRT,Copart,Industrials,Diversified Support Services,control,2024,2024-09-30,0000900075-24-000024,tenk_management_discussion,HIGH,6042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,ok
CPAY,Corpay,Financials,Transaction & Payment Processing Services,control,2018,2019-03-01,0001175454-19-000004,tenk_management_discussion,HIGH,20820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,ok
CPAY,Corpay,Financials,Transaction & Payment Processing Services,control,2019,2020-03-02,0001175454-20-000008,tenk_management_discussion,HIGH,15205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,ok
CPAY,Corpay,Financials,Transaction & Payment Processing Services,control,2020,2021-02-26,0001175454-21-000022,tenk_management_discussion,HIGH,14556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,ok
CPAY,Corpay,Financials,Transaction & Payment Processing Services,control,2021,2022-05-02,0001628280-22-011785,full_text_fallback,LOW,4026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,ok
CPAY,Corpay,Financials,Transaction & Payment Processing Services,control,2022,2023-02-28,0001628280-23-005444,tenk_management_discussion,HIGH,12042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,ok
CPAY,Corpay,Financials,Transaction & Payment Processing Services,control,2023,2024-02-29,0001628280-24-008060,tenk_management_discussion,HIGH,12491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,ok
CPAY,Corpay,Financials,Transaction & Payment Processing Services,control,2024,2025-02-27,0001628280-25-008746,tenk_management_discussion,HIGH,12535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,ok
CRWD,CrowdStrike,Information Technology,Systems Software,middle,2018,,,year_not_found,FAILED,,,,,,,,,0.4046,not_found
CRWD,CrowdStrike,Information Technology,Systems Software,middle,2019,2020-03-23,0001535527-20-000006,tenk_management_discussion,HIGH,12997.0,1.0,0.0769,1.0,0.0769,0.0,0.0,2.0,0.4046,ok
CRWD,CrowdStrike,Information Technology,Systems Software,middle,2020,2021-03-18,0001535527-21-000007,tenk_management_discussion,HIGH,15674.0,2.0,0.1276,1.0,0.0638,0.0,0.0,2.0,0.4046,ok
CRWD,CrowdStrike,Information Technology,Systems Software,middle,2021,2022-03-16,0001535527-22-000006,tenk_management_discussion,HIGH,8063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046,ok
CRWD,CrowdStrike,Information Technology,Systems Software,middle,2022,2023-03-09,0001535527-23-000008,tenk_management_discussion,HIGH,7486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046,ok
CRWD,CrowdStrike,Information Technology,Systems Software,middle,2023,2024-03-07,0001535527-24-000007,tenk_management_discussion,HIGH,6929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046,ok
CRWD,CrowdStrike,Information Technology,Systems Software,middle,2024,2025-03-10,0001535527-25-000009,tenk_management_discussion,HIGH,7289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046,ok
CVS,CVS Health,Health Care,Health Care Services,control,2018,2019-02-28,0000064803-19-000013,tenk_management_discussion,HIGH,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,ok
CVS,CVS Health,Health Care,Health Care Services,control,2019,2020-02-18,0000064803-20-000007,tenk_management_discussion,HIGH,18031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,ok
CVS,CVS Health,Health Care,Health Care Services,control,2020,2021-02-16,0000064803-21-000011,tenk_management_discussion,HIGH,19510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,ok
CVS,CVS Health,Health Care,Health Care Services,control,2021,2022-02-09,0000064803-22-000008,tenk_management_discussion,HIGH,18719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,ok
CVS,CVS Health,Health Care,Health Care Services,control,2022,2023-02-08,0000064803-23-000009,tenk_management_discussion,HIGH,19780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,ok
CVS,CVS Health,Health Care,Health Care Services,control,2023,2024-02-07,0000064803-24-000007,tenk_management_discussion,HIGH,17035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,ok
CVS,CVS Health,Health Care,Health Care Services,control,2024,2025-02-12,0000064803-25-000007,tenk_management_discussion,HIGH,15993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,ok
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,control,2018,2019-02-21,0000313616-19-000035,tenk_management_discussion,HIGH,17181.0,1.0,0.0582,1.0,0.0582,0.0,0.0,2.0,0.0141,ok
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,control,2019,2020-02-21,0000313616-20-000041,tenk_management_discussion,HIGH,15668.0,1.0,0.0638,1.0,0.0638,0.0,0.0,2.0,0.0141,ok
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,control,2020,2021-02-25,0000313616-21-000045,tenk_management_discussion,HIGH,14711.0,1.0,0.068,1.0,0.068,0.0,0.0,2.0,0.0141,ok
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,control,2021,2022-02-23,0000313616-22-000061,tenk_management_discussion,HIGH,13160.0,1.0,0.076,1.0,0.076,0.0,0.0,2.0,0.0141,ok
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,control,2022,2023-02-22,0000313616-23-000087,tenk_management_discussion,HIGH,14079.0,1.0,0.071,1.0,0.071,0.0,0.0,2.0,0.0141,ok
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,control,2023,2024-02-21,0000313616-24-000052,tenk_management_discussion,HIGH,12449.0,1.0,0.0803,1.0,0.0803,0.0,0.0,2.0,0.0141,ok
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,control,2024,2025-02-20,0000313616-25-000043,tenk_management_discussion,HIGH,10847.0,1.0,0.0922,1.0,0.0922,0.0,0.0,2.0,0.0141,ok
DDOG,Datadog,Information Technology,Application Software,control,2018,,,year_not_found,FAILED,,,,,,,,,0.1498,not_found
DDOG,Datadog,Information Technology,Application Software,control,2019,2020-02-25,0001564590-20-006422,tenk_management_discussion,HIGH,8112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1498,ok
DDOG,Datadog,Information Technology,Application Software,control,2020,2021-03-01,0001564590-21-009770,tenk_management_discussion,HIGH,8978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1498,ok
DDOG,Datadog,Information Technology,Application Software,control,2021,2022-02-25,0001561550-22-000009,tenk_management_discussion,HIGH,7012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1498,ok
DDOG,Datadog,Information Technology,Application Software,control,2022,2023-02-24,0001561550-23-000006,tenk_management_discussion,HIGH,5869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1498,ok
DDOG,Datadog,Information Technology,Application Software,control,2023,2024-02-23,0001561550-24-000009,tenk_management_discussion,HIGH,5655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1498,ok
DDOG,Datadog,Information Technology,Application Software,control,2024,2025-02-20,0001561550-25-000025,tenk_management_discussion,HIGH,5803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1498,ok
DVA,DaVita,Health Care,Health Care Services,middle,2018,2019-02-22,0000927066-19-000025,tenk_management_discussion,HIGH,16755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,ok
DVA,DaVita,Health Care,Health Care Services,middle,2019,2020-02-21,0000927066-20-000014,tenk_management_discussion,HIGH,9588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,ok
DVA,DaVita,Health Care,Health Care Services,middle,2020,2021-02-12,0000927066-21-000008,tenk_management_discussion,HIGH,11795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,ok
DVA,DaVita,Health Care,Health Care Services,middle,2021,2022-02-11,0000927066-22-000012,tenk_management_discussion,HIGH,12596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,ok
DVA,DaVita,Health Care,Health Care Services,middle,2022,2023-02-22,0000927066-23-000011,tenk_management_discussion,HIGH,11824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,ok
DVA,DaVita,Health Care,Health Care Services,middle,2023,2024-02-14,0000927066-24-000013,tenk_management_discussion,HIGH,11183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,ok
DVA,DaVita,Health Care,Health Care Services,middle,2024,2025-02-13,0000927066-25-000012,tenk_management_discussion,HIGH,12403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,ok
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,control,2018,2018-12-17,0001047469-18-007694,full_text_fallback,LOW,49972.0,3.0,0.06,3.0,0.06,0.0,0.0,2.0,0.0186,ok
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,control,2019,2019-12-19,0001558370-19-011614,full_text_fallback,LOW,54458.0,3.0,0.0551,3.0,0.0551,0.0,0.0,2.0,0.0186,ok
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,control,2020,2020-12-17,0001558370-20-014436,full_text_fallback,LOW,59242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,ok
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,control,2021,2021-12-16,0001558370-21-016864,full_text_fallback,LOW,62828.0,2.0,0.0318,1.0,0.0159,1.0,0.0159,1.0,0.0186,ok
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,control,2022,2022-12-15,0001558370-22-018703,full_text_fallback,LOW,59297.0,5.0,0.0843,2.0,0.0337,1.0,0.0169,2.0,0.0186,ok
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,control,2023,2023-12-15,0001558370-23-019812,full_text_fallback,LOW,50593.0,12.0,0.2372,4.0,0.0791,7.0,0.1384,0.5714,0.0186,ok
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,control,2024,2024-12-12,0001558370-24-016169,full_text_fallback,LOW,52233.0,17.0,0.3255,6.0,0.1149,5.0,0.0957,1.2,0.0186,ok
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2018,2019-03-29,0001571996-19-000008,tenk_management_discussion,HIGH,20150.0,2.0,0.0993,1.0,0.0496,1.0,0.0496,1.0,0.2826,ok
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2019,2020-03-27,0001571996-20-000017,tenk_management_discussion,HIGH,20041.0,4.0,0.1996,1.0,0.0499,1.0,0.0499,1.0,0.2826,ok
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2020,2021-03-26,0001571996-21-000007,tenk_management_discussion,HIGH,16692.0,5.0,0.2995,1.0,0.0599,1.0,0.0599,1.0,0.2826,ok
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2021,2022-03-24,0001571996-22-000009,tenk_management_discussion,HIGH,17817.0,4.0,0.2245,2.0,0.1123,1.0,0.0561,2.0,0.2826,ok
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2022,2023-03-30,0001571996-23-000007,tenk_management_discussion,HIGH,15870.0,7.0,0.4411,3.0,0.189,1.0,0.063,2.0,0.2826,ok
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2023,2024-03-25,0001571996-24-000036,tenk_management_discussion,HIGH,13598.0,2.0,0.1471,1.0,0.0735,0.0,0.0,2.0,0.2826,ok
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2024,2025-03-25,0001571996-25-000034,tenk_management_discussion,HIGH,14592.0,3.0,0.2056,1.0,0.0685,0.0,0.0,2.0,0.2826,ok
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,control,2018,2019-02-20,0001564590-19-003382,tenk_management_discussion,HIGH,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,ok
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,control,2019,2020-02-19,0001564590-20-005182,tenk_management_discussion,HIGH,9131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,ok
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,control,2020,2021-02-17,0001564590-21-006239,tenk_management_discussion,HIGH,9451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,ok
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,control,2021,2022-02-16,0001564590-22-005321,tenk_management_discussion,HIGH,8474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,ok
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,control,2022,2023-02-15,0000950170-23-002852,tenk_management_discussion,HIGH,8107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,ok
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,control,2023,2024-02-28,0000950170-24-021781,tenk_management_discussion,HIGH,6688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,ok
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,control,2024,2025-02-19,0000950170-25-022844,tenk_management_discussion,HIGH,6701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,ok
DXCM,Dexcom,Health Care,Health Care Equipment,control,2018,2019-02-21,0001093557-19-000041,tenk_management_discussion,HIGH,6847.0,1.0,0.146,0.0,0.0,0.0,0.0,0.0,0.0124,ok
DXCM,Dexcom,Health Care,Health Care Equipment,control,2019,2020-02-13,0001093557-20-000029,tenk_management_discussion,HIGH,5938.0,1.0,0.1684,0.0,0.0,0.0,0.0,0.0,0.0124,ok
DXCM,Dexcom,Health Care,Health Care Equipment,control,2020,2021-02-11,0001093557-21-000024,tenk_management_discussion,HIGH,6459.0,1.0,0.1548,0.0,0.0,0.0,0.0,0.0,0.0124,ok
DXCM,Dexcom,Health Care,Health Care Equipment,control,2021,2022-02-14,0001093557-22-000014,tenk_management_discussion,HIGH,5758.0,1.0,0.1737,0.0,0.0,0.0,0.0,0.0,0.0124,ok
DXCM,Dexcom,Health Care,Health Care Equipment,control,2022,2023-02-09,0001093557-23-000024,tenk_management_discussion,HIGH,6047.0,1.0,0.1654,0.0,0.0,0.0,0.0,0.0,0.0124,ok
DXCM,Dexcom,Health Care,Health Care Equipment,control,2023,2024-02-08,0001093557-24-000021,tenk_management_discussion,HIGH,4610.0,1.0,0.2169,0.0,0.0,0.0,0.0,0.0,0.0124,ok
DXCM,Dexcom,Health Care,Health Care Equipment,control,2024,2025-02-18,0001093557-25-000036,tenk_management_discussion,HIGH,4827.0,1.0,0.2072,0.0,0.0,0.0,0.0,0.0,0.0124,ok
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,middle,2018,2019-02-15,0000029905-19-000019,tenk_management_discussion,HIGH,12473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,ok
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,middle,2019,2020-02-14,0000029905-20-000011,tenk_management_discussion,HIGH,13337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,ok
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,middle,2020,2021-02-12,0000029905-21-000010,tenk_management_discussion,HIGH,14886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,ok
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,middle,2021,2022-02-11,0000029905-22-000009,tenk_management_discussion,HIGH,13069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,ok
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,middle,2022,2023-02-10,0000029905-23-000008,tenk_management_discussion,HIGH,12555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,ok
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,middle,2023,2024-02-09,0000029905-24-000008,tenk_management_discussion,HIGH,9095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,ok
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,middle,2024,2025-02-14,0000029905-25-000006,tenk_management_discussion,HIGH,10534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,ok
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,middle,2018,2019-05-24,0000712515-19-000019,tenk_management_discussion,HIGH,9314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0951,ok
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,middle,2019,2020-05-20,0000712515-20-000019,tenk_management_discussion,HIGH,8017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0951,ok
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,middle,2020,2021-05-26,0000712515-21-000064,tenk_management_discussion,HIGH,9343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0951,ok
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,middle,2021,2022-05-25,0000712515-22-000011,tenk_management_discussion,HIGH,8839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0951,ok
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,middle,2022,2023-05-24,0000712515-23-000028,tenk_management_discussion,HIGH,7693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0951,ok
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,middle,2023,2024-05-22,0000712515-24-000023,tenk_management_discussion,HIGH,7214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0951,ok
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,middle,2024,2025-05-13,0000712515-25-000022,tenk_management_discussion,HIGH,6730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0951,ok
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,control,2018,2019-02-26,0001352010-19-000008,tenk_management_discussion,HIGH,10626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,ok
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,control,2019,2020-03-02,0001352010-20-000012,tenk_management_discussion,HIGH,8532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,ok
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,control,2020,2021-02-25,0001352010-21-000010,tenk_management_discussion,HIGH,8777.0,1.0,0.1139,0.0,0.0,0.0,0.0,0.0,0.0396,ok
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,control,2021,2022-02-25,0001352010-22-000020,tenk_management_discussion,HIGH,7620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,ok
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,control,2022,2023-02-24,0001352010-23-000013,tenk_management_discussion,HIGH,8825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,ok
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,control,2023,2024-02-22,0001352010-24-000008,tenk_management_discussion,HIGH,8137.0,1.0,0.1229,0.0,0.0,0.0,0.0,0.0,0.0396,ok
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,control,2024,2025-02-28,0001352010-25-000007,tenk_management_discussion,HIGH,8227.0,2.0,0.2431,0.0,0.0,0.0,0.0,0.0,0.0396,ok
EFX,Equifax,Industrials,Research & Consulting Services,treatment,2018,2019-02-21,0000033185-19-000007,tenk_management_discussion,HIGH,13427.0,1.0,0.0745,0.0,0.0,1.0,0.0745,0.0,0.1732,ok
